id,title,type,release_year,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm117840,The Emigrant,MOVIE,1994,129,drama',"FR', 'EG'",NA,tt0110545,6.5,1015,1.4,6
tm42397,Hello Brother,MOVIE,1999,131,"comedy', 'romance', 'fantasy', 'action'",IN',NA,tt0233856,4.6,4262,4.338,5.3
tm314602,Dushmani,MOVIE,1995,156,"romance', 'action', 'drama'",IN',NA,tt0112916,5,249,2.045,7.5
tm255589,One Last Shot,MOVIE,1998,30,,,NA,,NA,NA,1.89,5.2
tm7810,Nightmare in Columbia County,MOVIE,1991,100,"drama', 'thriller', 'crime'",US',NA,tt0102537,5.5,345,2.713,6
tm210754,Have You Ever Seen Fireflies? - Theatre Play,MOVIE,1999,118,drama',TR',NA,,NA,NA,1.396,7.6
tm449775,Shikari,MOVIE,1991,162,"drama', 'action'","IN', 'SU'",NA,tt0170416,5.8,68,1.323,5
ts4,Breaking Bad,SHOW,2008,48,"drama', 'crime', 'thriller'",US',5,tt0903747,9.5,1775990,353.848,8.79
ts20371,Top Gear,SHOW,2002,58,"comedy', 'reality', 'european', 'music'",GB',32,tt1628033,8.7,117240,45.549,7.4
ts9,The Walking Dead,SHOW,2010,46,"action', 'drama', 'scifi', 'horror', 'thriller'",US',11,tt1520211,8.2,956604,597.277,8.1
ts21465,Supernatural,SHOW,2005,45,"scifi', 'horror', 'thriller', 'drama', 'fantasy'",US',15,tt0460681,8.4,434081,388.093,8.278
tm74402,The Mist,MOVIE,2007,126,"horror', 'scifi', 'thriller'",US',NA,tt0884328,7.1,305346,37.369,6.9
tm91952,Mean Girls,MOVIE,2004,97,comedy',"CA', 'US'",NA,tt0377092,7.1,375975,57.235,7.2
ts288536,The Great British Baking Show,SHOW,2010,57,"reality', 'european'",GB',12,tt1877368,8.6,9856,5.581,7.7
ts12724,30 Rock,SHOW,2006,25,"comedy', 'sport'",US',7,tt0496424,8.3,122698,48.88,7.4
ts6644,Borgen,SHOW,2010,58,"drama', 'european'",DK',4,tt1526318,8.5,25485,51.118,8.1
ts8308,Community,SHOW,2009,23,comedy',US',6,tt1439629,8.5,257221,42.357,8
tm111828,Catch Me If You Can,MOVIE,2002,141,"drama', 'crime'",US',NA,tt0264464,8.1,952602,72.321,8
ts21469,Grey's Anatomy,SHOW,2005,49,"drama', 'romance'",US',19,tt0413573,7.6,299165,803.786,8.252
ts17156,Arrested Development,SHOW,2003,28,comedy',US',5,tt0367279,8.7,300445,30.131,8.043
ts22011,Heartland,SHOW,2007,44,"drama', 'family'",CA',15,tt1094229,8.4,16337,74.638,8.3
ts26091,The Staircase,SHOW,2004,49,"crime', 'documentation', 'drama'",FR',2,tt8178674,7.8,21531,10.922,7.7
tm150112,Old School,MOVIE,2003,88,"comedy', 'european'",US',NA,tt0302886,7,229171,17.131,6.577
ts22337,NCIS,SHOW,2003,43,"crime', 'action', 'thriller', 'drama', 'comedy'",US',20,tt0364845,7.8,143846,251.622,7.6
ts3371,Avatar: The Last Airbender,SHOW,2005,24,"scifi', 'animation', 'action', 'family', 'fantasy'",US',3,tt0417299,9.3,303666,56.915,8.7
tm80906,Anchorman: The Legend of Ron Burgundy,MOVIE,2004,95,comedy',US',NA,tt0357413,7.1,353118,20.606,6.7
ts20604,Friday Night Lights,SHOW,2006,43,"drama', 'sport'",US',5,tt0758745,8.7,65199,19.681,8.1
ts20573,The IT Crowd,SHOW,2006,25,"comedy', 'european'",GB',5,tt0487831,8.5,149586,31.031,8.108
tm92641,Inception,MOVIE,2010,148,"action', 'scifi', 'music', 'thriller'","US', 'GB'",NA,tt1375666,8.8,2294231,108.284,8.4
ts22099,The Spectacular Spider-Man,SHOW,2008,22,"action', 'animation', 'family', 'scifi', 'comedy'",US',2,tt0976192,8.3,14996,41.509,8.705
tm27911,The Departed,MOVIE,2006,151,"drama', 'thriller', 'crime', 'action'",US',NA,tt0407887,8.5,1296244,33.795,8.2
ts21464,Zoey 101,SHOW,2005,25,"drama', 'comedy', 'family', 'romance'",US',4,tt0415463,6.1,15808,53.044,8.2
tm88465,Insidious,MOVIE,2010,103,"horror', 'thriller'","CA', 'US'",NA,tt1591095,6.8,303820,99.129,6.929
tm172683,War of the Worlds,MOVIE,2005,117,"action', 'thriller', 'scifi'",US',NA,tt0407304,6.5,444229,36.989,6.474
ts11313,DEATH NOTE,SHOW,2006,24,"animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime'",JP',1,tt0877057,9,309445,120.545,8.664
ts21247,The Vampire Diaries,SHOW,2009,42,"drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy'",US',8,tt1405406,7.7,314422,479.354,8.348
ts20305,Naruto,SHOW,2002,23,"animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller'",JP',6,tt0409591,8.4,96729,218.843,8.363
tm42877,Wanted,MOVIE,2008,110,"action', 'thriller', 'crime', 'fantasy'","DE', 'US'",NA,tt0493464,6.7,384995,33.101,6.5
tm39030,Casino Royale,MOVIE,2006,144,"action', 'thriller', 'european'","DE', 'GB', 'US', 'BS', 'CZ'",NA,tt0381061,8,649676,40.164,7.518
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,22,"comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music'","CA', 'US'",9,tt1751105,7.6,20910,52.369,8.1
tm997728,Blade Runner: The Final Cut,MOVIE,2007,117,"action', 'thriller', 'scifi'",US',NA,,NA,NA,0.055091,9
ts17942,Chappelle's Show,SHOW,2003,21,"comedy', 'music'",US',3,tt0353049,8.8,63107,14.116,8.1
tm89677,The Terminal,MOVIE,2004,128,"drama', 'comedy', 'romance'",US',NA,tt0362227,7.4,441752,21.384,7.3
tm78592,Michael Clayton,MOVIE,2007,114,"thriller', 'drama', 'crime'",US',NA,tt0465538,7.2,165109,16.97,6.7
tm105329,Road to Perdition,MOVIE,2002,117,"thriller', 'documentation', 'drama', 'crime'",US',NA,tt0257044,7.7,265216,18.739,7.4
ts30311,Victorious,SHOW,2010,25,"comedy', 'family', 'drama', 'music', 'romance', 'sport'",US',4,tt1604099,6.9,24838,71.494,8.221
tm139658,Big Fish,MOVIE,2003,125,"action', 'fantasy', 'drama', 'romance'",US',NA,tt0319061,8,437650,21.158,7.769
tm26327,The Hurt Locker,MOVIE,2008,131,"thriller', 'drama', 'war'",US',NA,tt0887912,7.5,446904,28.341,7.3
tm95477,Troy,MOVIE,2004,163,"action', 'history', 'war', 'drama', 'european'","MT', 'GB', 'US'",NA,tt0332452,7.3,527447,48.407,7.1
tm154187,Sherlock Holmes,MOVIE,2009,129,"crime', 'thriller', 'action'","AU', 'DE', 'GB', 'US'",NA,tt0988045,7.6,625708,43.297,7.2
ts22267,Trailer Park Boys,SHOW,2001,25,"comedy', 'crime'",CA',12,tt0290988,8.6,42733,22.603,8
tm133767,Love Actually,MOVIE,2003,135,"drama', 'comedy', 'romance'","GB', 'US'",NA,tt0314331,7.6,476101,36.484,7.1
ts2230,America's Next Top Model,SHOW,2003,44,reality',US',24,tt0363307,5.6,17905,14.501,5.3
tm45454,Get Smart,MOVIE,2008,110,"comedy', 'thriller', 'action'",US',NA,tt0425061,6.5,216695,22.421,6.2
tm26897,Quantum of Solace,MOVIE,2008,106,"thriller', 'action'","GB', 'US'",NA,tt0830515,6.6,444241,31.298,6.304
tm133374,The Blind Side,MOVIE,2009,129,"drama', 'sport'",US',NA,tt0878804,7.6,327675,63.663,7.661
tm195620,Apocalypse Now Redux,MOVIE,2001,196,"drama', 'war', 'horror', 'thriller'",US',NA,,NA,NA,4.147341,9.8
tm136808,Identity,MOVIE,2003,90,thriller',US',NA,tt0309698,7.3,240433,19.558,7.181
tm70807,I Am Legend,MOVIE,2007,101,"scifi', 'thriller', 'action', 'drama'",US',NA,tt0480249,7.2,745093,69.139,7.192
ts19036,The Fairly OddParents,SHOW,2001,23,"comedy', 'scifi', 'animation', 'family', 'fantasy'","CA', 'US'",10,tt0235918,7.2,38046,67.192,7.7
tm93055,Grown Ups,MOVIE,2010,102,"comedy', 'drama', 'european'",US',NA,tt1375670,5.9,249934,98.37,6.333
tm85811,The Girl Next Door,MOVIE,2004,110,"comedy', 'romance', 'drama'",US',NA,tt0265208,6.7,223380,37.315,6.7
ts22456,Ned's Declassified School Survival Guide,SHOW,2004,25,"family', 'comedy'",US',3,tt0405576,7.4,17864,33.115,8.6
tm101914,The Fighter,MOVIE,2010,115,drama',US',NA,,NA,NA,17.007,7.4
tm131038,Public Enemies,MOVIE,2009,140,"action', 'crime', 'drama', 'history', 'european'","US', 'JP'",NA,tt1152836,7,300773,85.039,6.7
tm58382,Not Another Teen Movie,MOVIE,2001,89,comedy',US',NA,tt0277371,5.7,105352,36.438,5.8
tm35463,Blow,MOVIE,2001,124,"crime', 'drama'",US',NA,tt0221027,7.5,258431,24.348,7.4
tm30603,Hancock,MOVIE,2008,92,"fantasy', 'action', 'crime', 'drama'",US',NA,tt0448157,6.4,476593,121.985,6.33
ts22018,iCarly,SHOW,2007,26,"comedy', 'family', 'romance'",US',6,tt0972534,6.7,38877,100.996,8
tm20959,The Pursuit of Happyness,MOVIE,2006,117,"drama', 'european'",US',NA,tt0454921,8,501457,47.893,7.9
tm136308,Monster,MOVIE,2003,110,"crime', 'drama', 'thriller', 'european'",US',NA,tt0340855,7.3,150339,16.309,7.2
tm29737,Rambo,MOVIE,2008,92,"action', 'thriller', 'war', 'european'","DE', 'US'",NA,tt0462499,7,230333,72.224,6.6
tm148270,Something's Gotta Give,MOVIE,2003,128,"drama', 'comedy', 'romance'",US',NA,tt0337741,6.7,121364,14.619,6.6
tm89036,Harold & Kumar Go to White Castle,MOVIE,2004,83,comedy',US',NA,tt0366551,7,194695,15.026,6.5
tm46436,Thir13en Ghosts,MOVIE,2001,91,"horror', 'thriller', 'fantasy'","CA', 'US'",NA,tt0245674,5.6,87083,50.592,6.2
ts21197,Merlin,SHOW,2008,44,"action', 'drama', 'scifi', 'fantasy', 'european'",GB',5,tt1199099,7.9,80927,74.931,7.9
ts21544,Transformers: Prime,SHOW,2010,22,"action', 'animation', 'comedy', 'drama', 'family', 'scifi'",US',4,tt1659175,7.9,6636,28.925,8
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,90,"animation', 'comedy', 'family', 'fantasy', 'scifi', 'romance', 'drama'",US',NA,tt0844471,6.9,229274,58.945,6.6
ts31263,The Mole,SHOW,2001,47,reality',"BE', 'US'",5,tt0270792,7.6,1155,2.189,7.8
ts30313,Offspring,SHOW,2010,44,"drama', 'comedy'",AU',7,tt1530541,8.3,4880,10.243,7
tm79895,Halloween,MOVIE,2007,109,horror',US',NA,tt0373883,6,119606,38.491,6.2
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,24,"scifi', 'action', 'animation', 'drama', 'war', 'thriller'",JP',3,tt0994314,8.7,62367,35.011,8.493
tm116324,Jackass: The Movie,MOVIE,2002,88,"comedy', 'documentation', 'action'",US',NA,tt0322802,6.6,94423,25.23,6.3
tm39828,Semi-Pro,MOVIE,2008,94,"comedy', 'sport', 'european'",US',NA,tt0839980,5.8,82159,12.789,5.6
tm23935,The Lake House,MOVIE,2006,99,"drama', 'thriller', 'fantasy', 'romance', 'documentation'",US',NA,tt0410297,6.8,149070,16.31,7
tm78067,The Girl Next Door,MOVIE,2007,91,"crime', 'drama', 'horror', 'thriller'",US',NA,tt0830558,6.5,26293,13.131,6.7
tm95252,The Book of Eli,MOVIE,2010,118,"scifi', 'action', 'thriller', 'drama', 'european'",US',NA,tt1037705,6.8,314920,30.476,6.8
tm32919,Blood Diamond,MOVIE,2006,143,"drama', 'thriller', 'action'","DE', 'US'",NA,tt0450259,8,541547,47.39,7.5
tm169949,Just Like Heaven,MOVIE,2005,95,"romance', 'drama', 'comedy', 'fantasy'",US',NA,tt0425123,6.7,108029,17.486,6.9
tm30205,Ip Man,MOVIE,2008,106,"drama', 'fantasy', 'comedy', 'history', 'action'",HK',NA,tt1220719,8,222372,21.074,7.7
tm40009,21,MOVIE,2008,123,"crime', 'drama', 'history', 'thriller'",US',NA,tt0478087,6.8,249016,27.013,6.7
tm141390,Friday the 13th,MOVIE,2009,97,"horror', 'thriller'",US',NA,tt0758746,5.5,106970,45.551,5.8
ts35155,Gurren Lagann,SHOW,2007,24,"action', 'scifi', 'animation', 'comedy', 'drama'",JP',1,tt0948103,8.3,17024,27.924,8.2
tm94606,Let Me In,MOVIE,2010,116,"drama', 'horror', 'thriller', 'fantasy', 'european'","GB', 'US'",NA,tt1228987,7.1,121008,22.791,6.8
ts15986,Dead Set,SHOW,2008,141,"scifi', 'reality', 'thriller', 'comedy', 'drama', 'horror', 'european'",GB',1,tt1285482,7.6,19812,9.68,7.3
tm102337,A Nightmare on Elm Street,MOVIE,2010,95,"horror', 'thriller', 'crime', 'drama'",US',NA,tt1179056,5.2,99894,39.672,5.5
ts22318,Winx Club,SHOW,2004,23,"animation', 'action', 'comedy', 'family', 'fantasy', 'thriller', 'european'",IT',8,tt7396266,6.2,6700,25.633,8.222
tm159901,Miss Congeniality 2: Armed and Fabulous,MOVIE,2005,115,"action', 'comedy', 'crime'",US',NA,tt0385307,5.1,74637,21.495,5.7
tm74780,The Bucket List,MOVIE,2007,97,"drama', 'comedy', 'european'",US',NA,tt0825232,7.4,244028,22,7.2
ts30356,Octonauts,SHOW,2010,15,"action', 'animation', 'comedy', 'family'",GB',7,tt1710177,7.6,1083,40.327,7.4
ts32186,Sonic X,SHOW,2003,21,"family', 'animation', 'action', 'comedy', 'drama', 'thriller', 'fantasy', 'scifi'",JP',3,tt0367413,6.2,4709,37.945,7.5
tm24088,Scary Movie 4,MOVIE,2006,83,"comedy', 'horror'",US',NA,tt0362120,5.1,120997,83.018,5.5
tm111600,The Sweetest Thing,MOVIE,2002,84,"comedy', 'romance'",US',NA,tt0253867,5.1,58884,10.625,5.5
tm88045,How Do You Know,MOVIE,2010,121,"comedy', 'drama', 'romance'",US',NA,tt1341188,5.4,50383,9.889,5.251
tm78919,Mr. Bean's Holiday,MOVIE,2007,90,"family', 'comedy', 'european'","US', 'FR', 'DE', 'GB'",NA,tt0453451,6.4,125160,32.512,6.3
tm173066,The Interpreter,MOVIE,2005,128,"thriller', 'crime', 'european'","GB', 'US', 'FR', 'DE'",NA,tt0373926,6.4,106781,12.694,6.299
tm118637,John Q,MOVIE,2002,116,"drama', 'thriller', 'crime'",US',NA,tt0251160,7,133215,32.229,7.121
tm142564,3 Idiots,MOVIE,2009,170,"drama', 'comedy'",IN',NA,tt1187043,8.4,390739,44.999,8
tm57190,The One,MOVIE,2001,87,"thriller', 'action', 'scifi'",US',NA,tt0267804,5.9,92007,21.223,6.1
ts21706,H2O: Just Add Water,SHOW,2006,25,"scifi', 'drama', 'family', 'fantasy'",AU',3,tt0491603,7.2,15179,30.832,7.8
tm137362,The Texas Chainsaw Massacre,MOVIE,2003,98,"horror', 'crime'",US',NA,tt0324216,6.2,141736,80.47,6.2
ts24028,Still Game,SHOW,2002,29,"comedy', 'european'",GB',9,tt0281491,8.9,7689,5.128,8.3
tm148379,The Cat in the Hat,MOVIE,2003,82,"family', 'fantasy', 'comedy', 'action'",US',NA,tt0312528,4,82684,66.8,5.3
tm137342,Tears of the Sun,MOVIE,2003,121,"war', 'action', 'drama', 'thriller'",US',NA,tt0314353,6.6,121957,43.254,6.797
tm90864,Due Date,MOVIE,2010,95,"comedy', 'drama'",US',NA,tt1231583,6.5,341390,36.06,6.3
ts21740,Black Butler,SHOW,2008,25,"scifi', 'animation', 'drama', 'thriller', 'comedy', 'fantasy', 'action', 'horror', 'crime'",JP',3,tt1316554,8.2,1877,36.122,7.5
tm32144,We Are Marshall,MOVIE,2006,131,"drama', 'sport'",US',NA,tt0758794,7,61345,13.173,6.9
tm141707,Blood and Bone,MOVIE,2009,93,"thriller', 'sport', 'action', 'crime', 'drama'",US',NA,tt0346631,6.7,33051,33.787,7.4
tm150214,Freddy vs. Jason,MOVIE,2003,97,"horror', 'action'","IT', 'US'",NA,tt0329101,5.7,118925,65.747,6
tm81030,The Golden Compass,MOVIE,2007,113,"action', 'fantasy', 'family'","GB', 'US'",NA,tt0385752,6.1,187485,20.255,6
ts687,The 4400,SHOW,2004,44,"drama', 'scifi', 'thriller'",US',4,tt0389564,7.3,45249,37.169,7.2
tm147211,The Men Who Stare at Goats,MOVIE,2009,94,"comedy', 'war'","US', 'GB'",NA,tt1234548,6.2,132177,19.022,6
ts31514,Strawberry Shortcake,SHOW,2003,23,"animation', 'family'",US',4,tt1190823,7,13,31.584,6.9
ts33559,Shaun the Sheep,SHOW,2007,7,"animation', 'comedy', 'family', 'european'",GB',6,tt0983983,8.1,28,31.375,7.9
tm78671,Cleaner,MOVIE,2007,88,"thriller', 'crime'",US',NA,tt0896798,6.1,42285,11.509,6
ts26322,Toradora!,SHOW,2008,30,"animation', 'comedy', 'drama', 'romance'",JP',2,tt1279024,8,14828,24.352,8.5
ts12815,Big Time Rush,SHOW,2009,25,"family', 'comedy'",US',4,tt1131746,6.3,12288,55.706,8.774
tm27268,Monster House,MOVIE,2006,91,"animation', 'comedy', 'family', 'fantasy'",US',NA,tt0385880,6.6,117008,51.891,6.6
tm86189,Good Luck Chuck,MOVIE,2007,101,"comedy', 'romance'","US', 'CA'",NA,tt0452625,5.6,90212,30.423,5.9
tm700,"10,000 BC",MOVIE,2008,109,"action', 'drama', 'fantasy', 'history', 'thriller'","US', 'ZA'",NA,tt0443649,5.1,130813,24.671,5.4
tm101249,Cop Out,MOVIE,2010,107,"crime', 'action', 'comedy', 'thriller'",US',NA,tt1385867,5.5,88026,13.63,5.6
tm161263,The Cave,MOVIE,2005,97,"horror', 'thriller', 'action', 'scifi', 'european'","DE', 'US'",NA,tt0402901,5.1,38734,13.695,5.3
tm81270,Starsky & Hutch,MOVIE,2004,101,"comedy', 'crime'",US',NA,tt0335438,6.1,146880,13.938,5.8
tm89684,New York Minute,MOVIE,2004,87,"comedy', 'crime', 'family', 'romance'",US',NA,tt0363282,4.9,23476,11.818,6.2
tm165593,Rumor Has It...,MOVIE,2005,97,"romance', 'comedy', 'drama'","DE', 'US'",NA,tt0398375,5.5,58247,13.521,5.6
tm112381,Comedian,MOVIE,2002,82,"comedy', 'documentation'",US',NA,tt0328962,6.9,6985,4.854,6.7
tm39487,Catch and Release,MOVIE,2006,111,"drama', 'romance', 'comedy'",US',NA,tt0395495,5.9,26528,9.435,5.9
ts23752,Midnight Diner,SHOW,2009,27,"drama', 'comedy'",JP',5,tt1882928,8.6,2256,7.356,7.9
tm43399,Lagaan: Once Upon a Time in India,MOVIE,2001,224,"romance', 'drama', 'action', 'sport'",IN',NA,tt0169102,8.1,111053,10.097,7.3
ts21421,Pocoyo,SHOW,2005,11,"animation', 'family', 'comedy', 'european'","GB', 'ES'",4,tt0487849,3.9,93,27.339,7.1
ts22005,Total Drama Island,SHOW,2007,23,"war', 'reality', 'animation', 'action', 'comedy', 'drama', 'family'",CA',6,tt1173427,7.3,10886,16.655,7.3
ts20398,Kath & Kim,SHOW,2002,24,comedy',AU',4,tt0272397,8.3,4261,3.926,6.6
tm186461,No Direction Home: Bob Dylan,MOVIE,2005,208,"documentation', 'music'","GB', 'US', 'JP'",NA,,NA,NA,7.58,7.7
tm29555,Friends with Money,MOVIE,2006,88,"comedy', 'drama', 'romance'",US',NA,tt0436331,5.8,30468,11.86,5.1
tm103095,Ip Man 2,MOVIE,2010,108,"drama', 'action', 'history', 'sport'","HK', 'CN'",NA,tt1386932,7.5,104500,4.516,7.5
tm97070,Life As We Know It,MOVIE,2010,114,"comedy', 'romance', 'drama'",US',NA,tt1055292,6.5,131623,40.534,6.9
tm101334,Death at a Funeral,MOVIE,2010,92,"comedy', 'drama'",US',NA,tt1321509,5.7,49901,15.989,5.8
tm183963,Dreamer: Inspired By a True Story,MOVIE,2005,106,"family', 'drama', 'sport', 'fantasy'",US',NA,tt0418647,6.8,13205,10.235,6.9
tm76428,Jackass 2.5,MOVIE,2007,61,"documentation', 'comedy'",US',NA,,NA,NA,28.197,6.1
tm77649,Premonition,MOVIE,2007,96,"thriller', 'drama', 'fantasy'",US',NA,tt0477071,5.9,78494,14.21,6.3
tm86924,Soul Plane,MOVIE,2004,86,"romance', 'comedy'",US',NA,tt0367085,4.5,23048,21.864,5.3
ts98340,Metallica: Some Kind of Monster,SHOW,2004,84,western',"CA', 'US'",1,tt6954486,NA,NA,0.893,NA
tm26638,The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,91,"thriller', 'horror', 'documentation'",US',NA,tt0420294,5.8,72845,57.763,6.1
tm78189,The Contractor,MOVIE,2007,98,"thriller', 'european'","GB', 'US', 'BG'",NA,,NA,NA,15.026,5.6
ts20544,Ouran High School Host Club,SHOW,2006,23,"comedy', 'drama', 'animation', 'romance'",JP',1,tt0816397,8.2,9929,18.186,8.4
ts23835,Masha and the Bear,SHOW,2009,7,"family', 'action', 'animation', 'comedy'",RU',5,tt1884856,7.5,3169,38.171,6.9
tm104880,Louis C.K.: Hilarious,MOVIE,2010,84,comedy',US',NA,tt1421373,8.4,12089,5.717,7.9
ts30288,Mobile Suit Gundam Unicorn,SHOW,2010,36,"scifi', 'animation', 'action', 'drama', 'war'",JP',2,tt1587790,7.8,1291,10.936,7.9
ts38159,Wakfu,SHOW,2008,22,"action', 'scifi', 'family', 'fantasy', 'animation', 'european'",FR',3,tt1807824,8.1,1497,19.736,8.9
tm22294,Deck the Halls,MOVIE,2006,93,"family', 'comedy'",US',NA,tt0790604,5,27936,11.999,5.5
tm100015,Takers,MOVIE,2010,107,"action', 'crime', 'drama', 'thriller'",US',NA,tt1135084,6.2,62464,15.872,6.228
ts25765,Vampire Knight,SHOW,2008,25,"animation', 'drama', 'action', 'scifi', 'thriller', 'fantasy', 'horror', 'romance'",JP',2,tt1209393,7.3,5245,17.547,8.4
ts21688,Boys Over Flowers,SHOW,2009,64,"comedy', 'drama', 'romance'",KR',1,tt1370334,7.9,11902,80.384,8.28
tm83786,Like Stars on Earth,MOVIE,2007,165,"drama', 'family'",IN',NA,tt0986264,8.3,189685,17.66,8.012
tm130574,Did You Hear About the Morgans?,MOVIE,2009,103,"comedy', 'drama', 'romance'",US',NA,tt1314228,4.9,40551,12.459,5.4
tm114476,Stuart Little 2,MOVIE,2002,78,"animation', 'comedy', 'family', 'action', 'fantasy'",US',NA,tt0243585,5.5,54193,36.691,5.733
ts20535,The Garfield Show,SHOW,2009,17,"animation', 'comedy', 'family', 'european'",US',5,tt1470837,5.4,2578,25.677,5.2
ts1893,Ben & Holly's Little Kingdom,SHOW,2009,14,"animation', 'comedy', 'family', 'fantasy', 'european'",GB',3,tt1436544,7.4,1261,11.735,6.6
tm118462,Half Past Dead,MOVIE,2002,98,"thriller', 'action', 'crime', 'european'","DE', 'US'",NA,tt0297162,4.6,15740,12.906,5.2
ts12701,Code Lyoko,SHOW,2003,24,"action', 'animation', 'comedy', 'thriller', 'scifi', 'family', 'romance', 'fantasy'",FR',5,tt0417311,7.3,5165,9.597,7.7
ts121176,DreamWorks Shrek's Swamp Stories,SHOW,2010,24,"comedy', 'family', 'fantasy', 'horror', 'music', 'animation', 'scifi'",US',1,tt6950338,6.5,346,5.014,8.8
tm86995,Christmas with the Kranks,MOVIE,2004,99,"comedy', 'family'",US',NA,tt0388419,5.4,49302,17.708,6.1
ts20526,The Game,SHOW,2006,22,"drama', 'comedy', 'romance', 'sport'",US',10,tt0772137,6.6,4449,12.124,8.4
ts23808,Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,55,"comedy', 'documentation'",US',1,tt1422182,8.1,1768,2.422,7.9
tm97544,Alpha and Omega,MOVIE,2010,88,"animation', 'family', 'comedy', 'action', 'romance'","CA', 'US', 'IN'",NA,tt1213012,5.1,14362,13.523,5.9
ts31593,Pororo the Little Penguin,SHOW,2003,9,"scifi', 'family', 'animation', 'action'",KR',7,tt3968668,6.3,91,4.404,5
ts27459,The Legend of Bruce Lee,SHOW,2008,45,"action', 'drama'",CN',1,tt1059455,7,1422,21.479,6
ts3666,Den-noh Coil,SHOW,2007,25,"scifi', 'animation', 'comedy', 'drama'",JP',1,tt1033796,7.8,881,13.045,7.9
tm53999,Open Season 2,MOVIE,2008,76,comedy',US',NA,,NA,NA,18.558,5.8
tm164557,Initial D,MOVIE,2005,107,"crime', 'thriller', 'drama', 'action', 'animation', 'romance', 'comedy'","JP', 'HK'",NA,tt5320634,6.3,8678,18.607,6.7
tm80059,Naruto Shippuden the Movie,MOVIE,2007,94,"animation', 'action', 'fantasy', 'family'",JP',NA,tt0988982,6.7,4090,316.471,7.2
tm135451,Gifted Hands: The Ben Carson Story,MOVIE,2009,86,drama',US',NA,tt1295085,7.6,10881,43.409,7.8
tm71558,The Legend of the Nahuala,MOVIE,2007,80,"fantasy', 'animation', 'family'",MX',NA,tt1003009,6.1,511,47.66,7.6
tm134235,One Piece: Strong World,MOVIE,2009,114,"fantasy', 'action', 'animation'",JP',NA,tt1485763,7.5,5467,39.946,7.5
tm160800,Chaos,MOVIE,2005,106,"crime', 'drama', 'action', 'thriller', 'european'","CA', 'GB', 'US'",NA,tt0402910,6.4,54900,17.029,6.3
tm22342,Waist Deep,MOVIE,2006,97,"thriller', 'action', 'drama', 'crime'",US',NA,tt0456020,5.8,9990,15.58,6.6
ts42914,Zig and Sharko,SHOW,2010,9,"comedy', 'romance', 'action', 'animation', 'family', 'fantasy', 'european'",FR',3,tt2046005,6.8,671,19.476,5.8
tm22636,Trailer Park Boys: The Movie,MOVIE,2006,95,"comedy', 'crime'",CA',NA,tt0425601,7.1,12910,6.191,6.7
ts21967,Johnny Test,SHOW,2005,18,"animation', 'comedy', 'drama', 'family', 'scifi', 'action'","CA', 'US'",6,tt0454349,5.1,8322,22.516,5.6
tm85549,Tito,MOVIE,2004,120,"documentation', 'crime', 'drama', 'romance', 'action'",EG',NA,tt0417202,7.2,3214,1.814,7.8
tm100688,Even the Rain,MOVIE,2010,104,"drama', 'european', 'history'","FR', 'MX', 'ES'",NA,tt1422032,7.4,13533,8.526,6.9
tm22493,Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,46,"comedy', 'documentation'",US',NA,tt0865482,7.6,1819,3.787,6.5
ts14102,Bo on the Go!,SHOW,2007,22,animation',CA',4,tt1516172,4.2,123,1.52,6
tm103732,Udaan,MOVIE,2010,138,drama',IN',NA,tt1639426,8.1,44862,5.019,7.3
tm73058,Om Shanti Om,MOVIE,2007,162,"thriller', 'drama', 'action', 'comedy', 'fantasy', 'romance'",IN',NA,tt1423972,6.7,43052,11.847,7.021
tm138497,Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,102,"comedy', 'crime'",CA',NA,tt1337032,7.3,7488,4.683,6.8
